"","lon","lat"
"881",66.728778,71.106667
"882",68.338778,71.586667
"883",69.396167,72.9475
"884",71.632417,72.900389
"885",72.878611,72.693306
"886",71.811194,71.464167
"887",72.811139,70.869972
"888",72.539111,68.953333
"889",73.625778,68.423333
"890",71.749889,66.904611
"891",69.127444,66.612528
"892",72.133222,66.19875
"893",74.772472,67.699944
"894",74.666583,68.766222
"895",76.584833,68.96625
"896",77.094139,67.761667
"897",78.784222,67.468333
"898",77.485833,67.744139
"899",78.184083,68.245
"900",77.651583,68.892028
"901",75.941667,69.254556
"902",73.764194,69.156639
"903",74.326111,70.590833
"904",73.008722,71.396667
"905",75.018778,72.189972
"906",74.828806,72.830833
"907",76.132472,71.16125
"908",78.508722,70.904139
"909",75.966222,71.885806
"910",77.984861,71.826222
"911",77.463694,72.207472
"912",78.4475,72.386222
"913",81.452361,71.719556
"914",83.26375,71.721667
"915",82.01375,70.555778
"916",82.847417,70.958722
"917",82.423639,70.170833
"918",83.621611,69.717889
"919",83.668833,71.640806
"920",80.85125,72.428333
"921",80.506194,73.557472
"922",87.236639,73.834861
"923",85.917389,74.852111
"924",87.0075,74.601278
"925",86.983278,75.134556
"926",94.115056,75.916694
"927",92.836444,75.878722
"928",93.273389,76.104556
"929",96.126639,76.117056
"930",95.703167,75.82625
"931",98.826722,76.259556
"932",99.845056,76.042472
"933",98.878167,76.485
"934",101.128306,76.464139
"935",101.354944,77.089167
"936",104.146694,77.71625
"937",106.345028,77.365806
"938",104.1665,77.082944
"939",107.544833,76.914028
"940",106.533222,76.499556
"941",111.093417,76.765389
"942",113.934917,75.835
"943",113.583278,75.531194
"944",112.348278,75.840028
"945",113.578333,75.2125
"946",107.017417,73.632056
"947",105.499806,72.744556
"948",106.339944,73.189583
"949",111.034861,73.687889
"950",109.69,73.673694
"951",110.022333,74.006194
"952",111.5725,74.052083
"953",112.307472,73.689556
"954",112.844972,73.987083
"955",113.51475,73.202667
"956",115.687306,73.705389
"957",118.879917,73.530361
"958",118.406139,73.225028
"959",119.847722,72.9575
"960",122.842472,72.852528
"961",124.437389,73.801222
"962",126.281333,73.259194
"963",128.816167,73.2
"964",129.451222,72.651667
"965",128.442778,72.517972
"966",129.556111,72.212472
"967",128.306139,72.080806
"968",131.044917,70.702861
"969",132.779944,71.95125
"970",133.817556,71.414556
"971",136.022389,71.627028
"972",137.862583,71.100417
"973",138.115028,71.570417
"974",140.117333,71.432083
"975",139.306111,71.942472
"976",140.201083,72.278306
"977",139.123722,72.2525
"978",141.301278,72.581694
"979",140.890056,72.872111
"980",146.862528,72.362944
"981",144.244778,72.248694
"982",146.94375,72.3175
"983",145.982389,71.862861
"984",145.498639,72.248333
"985",145.347556,71.554556
"986",147.115028,72.315417
"987",148.367389,72.331278
"988",150.063694,71.929139
"989",148.828722,71.689139
"990",152.531194,70.815028
"991",155.922389,71.088722
"992",158.924917,70.890417
"993",161.113278,69.160389
"994",162.346667,69.67375
"995",166.873361,69.462083
"996",167.808389,69.764528
"997",168.321611,69.222083
"998",170.481611,68.763694
"999",171.179194,69.029972
"1000",170.162361,69.5975
"1001",170.549917,70.119556
"1002",173.223194,69.765361
"1003",176.081639,69.883722
"1004",180,68.993778
"1005",NA,NA
"1006",-180,68.993778
"1007",-179.998444,68.992917
"1008",-175.25675,67.658778
"1009",-173.945028,66.144583
"1010",-174.625889,67.051694
"1011",-173.630056,67.117083
"1012",-171.666694,66.944583
"1013",-169.674,66.136528
"1014",-170.565056,65.612889
"1015",-171.443444,65.832083
"1016",-171.050056,65.467083
"1017",-173.009222,65.701667
"1018",-172.085861,65.486667
"1019",-172.119333,65.049139
"1020",-173.210917,64.7575
"1021",-172.235833,64.4025
"1022",-173.150028,64.239583
"1023",-173.325,64.61125
"1024",-173.653389,64.321222
"1025",-175.435083,64.763722
"1026",-176.495139,65.537083
"1027",-178.445167,65.467083
"1028",-178.451028,66.361667
"1029",-179.38175,66.32125
"1030",-179.275917,65.526639
"1031",-180,65.08455
"1032",-180,68.993778
"1033",NA,NA
"1034",31.919167,31.531222
"1035",32.284501,31.232806
"1036",32.55867,29.935053
"1037",32.478361,29.940417
"1038",32.625389,28.976639
"1039",33.586222,27.8475
"1040",35.13875,24.513333
"1041",35.79375,23.909222
"1042",35.476222,23.934222
"1043",35.667889,22.946611
"1044",36.895417,22.063333
"1045",37.31875,21.065
"1046",37.111194,21.214167
"1047",37.412056,18.875
"1048",38.557056,18.060111
"1049",39.712028,15.095
"1050",39.875,15.507889
"1051",40.209972,14.948722
"1052",41.189972,14.623722
"1053",43.327028,12.475778
"1054",43.376194,11.988361
"1055",42.527472,11.522889
"1056",43.156611,11.612944
"1057",44.575806,10.375389
"1058",45.805833,10.867889
"1059",46.440806,10.68375
"1060",47.4125,11.179583
"1061",49.426667,11.337889
"1062",50.797611,11.986111
"1063",51.29125,11.833306
"1064",51.022056,10.420806
"1065",51.415417,10.443333
"1066",50.902056,10.314944
"1067",50.830417,9.419167
"1068",47.965444,4.4775
"1069",46.011667,2.429528
"1070",43.559167,0.714583
"1071",41.314972,-1.96125
